filepath,filename,size_bytes,status,error
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_140224.jpg,2026-03-08_140224.jpg,11597410,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_140242.jpg,2026-03-08_140242.jpg,10727896,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_140511.jpg,2026-03-08_140511.jpg,12005445,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_140728.jpg,2026-03-08_140728.jpg,12838492,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141107.jpg,2026-03-08_141107.jpg,14786358,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141132.jpg,2026-03-08_141132.jpg,17330503,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141147.jpg,2026-03-08_141147.jpg,12353342,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141159.jpg,2026-03-08_141159.jpg,14319456,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141240.jpg,2026-03-08_141240.jpg,13971608,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141254.jpg,2026-03-08_141254.jpg,13474623,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141305.jpg,2026-03-08_141305.jpg,11109418,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141308.jpg,2026-03-08_141308.jpg,11056257,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141351.jpg,2026-03-08_141351.jpg,11761678,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141357.jpg,2026-03-08_141357.jpg,9649850,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_141401.jpg,2026-03-08_141401.jpg,9282641,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142052.jpg,2026-03-08_142052.jpg,10732349,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142104.jpg,2026-03-08_142104.jpg,12333245,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142157.jpg,2026-03-08_142157.jpg,13189202,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142214.jpg,2026-03-08_142214.jpg,16400987,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142629.jpg,2026-03-08_142629.jpg,10678332,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142634.jpg,2026-03-08_142634.jpg,11085050,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142704.jpg,2026-03-08_142704.jpg,10323792,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142708.jpg,2026-03-08_142708.jpg,10487868,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142718.jpg,2026-03-08_142718.jpg,8675527,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142723.jpg,2026-03-08_142723.jpg,8911227,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142729.jpg,2026-03-08_142729.jpg,8047269,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142735.jpg,2026-03-08_142735.jpg,8039570,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142833.jpg,2026-03-08_142833.jpg,10401416,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142839.jpg,2026-03-08_142839.jpg,8306671,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142918.jpg,2026-03-08_142918.jpg,11754070,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142921.jpg,2026-03-08_142921.jpg,11960236,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142924.jpg,2026-03-08_142924.jpg,11473918,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142929.jpg,2026-03-08_142929.jpg,12119691,subido,
/mnt/c/Users/Hector/Pictures/Respaldo/fotos/2026/03-Marzo/2026-03-08_142931.jpg,2026-03-08_142931.jpg,13632913,subido,
